Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1730,41,Male,Coat,Outerwear,77,North Carolina,L,Blue,Winter,4.4,Yes,2-Day Shipping,No,No,45,PayPal,Quarterly
1731,53,Female,Hoodie,Clothing,41,Tennessee,S,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,21,Debit Card,Bi-Weekly
1732,32,Male,Scarf,Accessories,25,Illinois,L,Purple,Spring,3.0,No,Express,No,No,8,Debit Card,Bi-Weekly
1733,46,Female,Coat,Outerwear,67,Illinois,L,Blue,Winter,4.6,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
1734,52,Male,Sunglasses,Accessories,32,California,L,Charcoal,Summer,3.4,Yes,Standard,Yes,Yes,17,Venmo,Monthly
1735,22,Female,Sandals,Footwear,43,Georgia,S,Black,Winter,2.8,No,Standard,No,No,38,Cash,Fortnightly
1736,48,Female,Hat,Accessories,35,Michigan,L,Beige,Spring,3.5,Yes,Next Day Air,No,No,40,Cash,Quarterly
1737,57,Female,Boots,Footwear,50,Michigan,L,Charcoal,Spring,3.9,No,Free Shipping,No,No,3,Bank Transfer,Monthly
1738,29,Male,Coat,Outerwear,65,California,M,Pink,Spring,4.0,No,Next Day Air,No,No,21,Venmo,Annually
1739,47,Male,Hoodie,Clothing,68,Illinois,XL,Charcoal,Summer,4.6,No,Express,Yes,Yes,5,Cash,Weekly
1740,55,Female,Sneakers,Footwear,61,California,L,Orange,Winter,3.9,No,Next Day Air,No,No,31,Bank Transfer,Every 3 Months
1741,20,Male,Hat,Accessories,29,Illinois,M,Pink,Fall,3.1,Yes,Express,Yes,Yes,40,Venmo,Every 3 Months
1742,52,Male,Hoodie,Clothing,47,Massachusetts,M,White,Spring,3.2,No,Standard,Yes,Yes,29,Venmo,Every 3 Months
1743,31,Male,Blouse,Clothing,29,California,M,Grey,Summer,2.8,No,Free Shipping,No,No,17,Bank Transfer,Quarterly
1744,39,Female,Hoodie,Clothing,38,Florida,M,Brown,Summer,4.3,No,Standard,No,No,49,PayPal,Annually
1745,52,Female,Hoodie,Clothing,40,Washington,L,Brown,Fall,2.8,Yes,Next Day Air,No,No,5,Venmo,Bi-Weekly
1746,18,Male,Sandals,Footwear,36,Arizona,L,Orange,Winter,4.0,No,Free Shipping,No,No,8,PayPal,Bi-Weekly
1747,18,Female,Sweater,Clothing,50,Indiana,S,Blue,Spring,4.0,No,Express,Yes,Yes,19,Cash,Annually
1748,41,Male,Shirt,Clothing,37,Arizona,M,White,Spring,4.5,Yes,Next Day Air,No,No,48,PayPal,Weekly
1749,68,Male,T-shirt,Clothing,39,Missouri,M,White,Fall,2.7,Yes,Express,Yes,Yes,45,Credit Card,Every 3 Months
1750,18,Male,Sandals,Footwear,46,Virginia,M,White,Spring,3.0,Yes,Free Shipping,No,No,29,Venmo,Every 3 Months
1751,59,Male,Blouse,Clothing,89,Arizona,L,Blue,Fall,4.8,No,Next Day Air,No,No,48,PayPal,Quarterly
1752,21,Male,Hoodie,Clothing,35,Georgia,L,Olive,Summer,3.9,No,Standard,No,No,46,Credit Card,Weekly
1753,43,Female,T-shirt,Clothing,20,New York,M,Beige,Summer,3.6,No,Next Day Air,No,No,30,Cash,Quarterly
1754,40,Female,Blouse,Clothing,21,Virginia,M,Grey,Spring,4.4,No,Express,No,No,6,Cash,Monthly
1755,42,Male,Skirt,Clothing,56,Missouri,L,Red,Winter,4.8,No,Store Pickup,No,No,45,Venmo,Weekly
1756,22,Male,Skirt,Clothing,65,Georgia,M,Charcoal,Spring,3.2,Yes,Next Day Air,No,No,33,Venmo,Every 3 Months
1757,57,Male,Shirt,Clothing,34,Georgia,M,Yellow,Spring,4.8,No,Standard,Yes,Yes,8,Bank Transfer,Every 3 Months
1758,32,Female,Sunglasses,Accessories,54,Texas,XL,Red,Fall,2.8,Yes,2-Day Shipping,No,No,43,Bank Transfer,Monthly
1759,58,Female,Sweater,Clothing,56,Arizona,L,Red,Spring,4.9,Yes,Express,Yes,Yes,20,Credit Card,Fortnightly
1760,52,Female,Slippers,Footwear,52,Pennsylvania,L,Green,Spring,2.9,No,2-Day Shipping,No,No,40,PayPal,Bi-Weekly
1761,47,Male,Jacket,Outerwear,71,California,M,Pink,Spring,3.2,No,2-Day Shipping,No,No,14,Cash,Monthly
1762,34,Male,Scarf,Accessories,37,California,L,Pink,Fall,2.7,No,Standard,No,No,1,PayPal,Monthly
1763,52,Male,Boots,Footwear,68,Pennsylvania,L,Purple,Winter,4.5,No,Express,No,No,23,Bank Transfer,Quarterly
1764,70,Male,Boots,Footwear,60,Michigan,M,Orange,Winter,5.0,No,Free Shipping,No,No,23,Debit Card,Fortnightly
1765,66,Male,Jewelry,Accessories,24,Michigan,S,Red,Winter,3.2,No,Free Shipping,No,No,44,PayPal,Every 3 Months
1766,66,Male,Hat,Accessories,32,Virginia,M,Purple,Spring,3.3,No,Standard,Yes,Yes,6,Venmo,Weekly
1767,29,Female,Dress,Clothing,74,Washington,M,Maroon,Spring,3.2,No,Store Pickup,Yes,Yes,46,Bank Transfer,Annually
1768,49,Male,Jewelry,Accessories,38,New Jersey,XL,Green,Spring,2.9,No,Next Day Air,Yes,Yes,8,Bank Transfer,Bi-Weekly
1769,39,Male,Sneakers,Footwear,68,Ohio,L,Olive,Spring,4.5,Yes,Next Day Air,No,No,47,PayPal,Every 3 Months
1770,69,Female,Jeans,Clothing,53,Illinois,S,Purple,Spring,2.7,No,Express,No,No,36,Debit Card,Weekly
1771,68,Male,Coat,Outerwear,79,Washington,M,Green,Fall,4.9,Yes,2-Day Shipping,No,No,18,Bank Transfer,Quarterly
1772,64,Female,Gloves,Accessories,36,New York,M,Brown,Spring,4.8,No,2-Day Shipping,Yes,Yes,48,PayPal,Annually
1773,26,Male,Shirt,Clothing,58,New Jersey,M,Green,Spring,2.8,No,Express,Yes,Yes,18,PayPal,Annually
1774,34,Female,Blouse,Clothing,55,Florida,S,Green,Summer,3.8,No,Free Shipping,No,No,32,PayPal,Monthly
1775,55,Male,Backpack,Accessories,38,Missouri,XL,Green,Winter,5.0,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
1776,57,Male,Slippers,Footwear,44,Wisconsin,XL,Pink,Summer,4.6,No,Next Day Air,Yes,Yes,6,Bank Transfer,Annually
1777,36,Female,Dress,Clothing,50,Washington,XL,Black,Summer,4.3,Yes,Standard,Yes,Yes,18,Credit Card,Quarterly
1778,25,Male,Jewelry,Accessories,33,Pennsylvania,M,Green,Spring,2.6,No,Standard,Yes,Yes,13,Bank Transfer,Annually
1779,25,Male,Hoodie,Clothing,40,Pennsylvania,L,Beige,Fall,2.7,Yes,Standard,No,No,12,Credit Card,Fortnightly
1780,54,Male,T-shirt,Clothing,85,North Carolina,L,Red,Summer,4.5,No,2-Day Shipping,No,No,19,PayPal,Monthly
1781,42,Male,Pants,Clothing,21,Michigan,M,Pink,Winter,3.4,Yes,Next Day Air,No,No,31,PayPal,Bi-Weekly
1782,44,Female,Slippers,Footwear,69,Texas,S,Red,Spring,4.2,No,Store Pickup,No,No,7,Credit Card,Bi-Weekly
1783,61,Male,Shirt,Clothing,32,Florida,S,Olive,Winter,4.3,No,Next Day Air,No,No,38,Debit Card,Annually
1784,18,Male,Hoodie,Clothing,46,New Jersey,M,Blue,Fall,3.6,Yes,Free Shipping,Yes,Yes,43,Debit Card,Annually
1785,57,Male,Pants,Clothing,83,Texas,L,Beige,Summer,2.9,No,Express,Yes,Yes,42,Cash,Quarterly
1786,32,Female,Sweater,Clothing,30,North Carolina,L,Beige,Summer,3.5,No,Store Pickup,Yes,Yes,10,Credit Card,Weekly
1787,67,Male,Jewelry,Accessories,24,Indiana,XL,Yellow,Winter,4.7,Yes,Standard,No,No,45,Credit Card,Monthly
1788,68,Female,Blouse,Clothing,44,Texas,M,Olive,Fall,3.3,No,2-Day Shipping,No,No,7,Venmo,Monthly
1789,44,Female,Belt,Accessories,22,Missouri,S,Olive,Spring,2.7,No,Free Shipping,No,No,6,Bank Transfer,Quarterly
1790,34,Male,Jeans,Clothing,58,Michigan,M,Black,Fall,4.9,No,Store Pickup,No,No,37,Venmo,Fortnightly
1791,30,Female,T-shirt,Clothing,36,North Carolina,S,Pink,Fall,4.2,No,Express,Yes,Yes,39,PayPal,Quarterly
1792,27,Male,Jeans,Clothing,54,Virginia,XL,Grey,Summer,3.9,No,Express,Yes,Yes,7,PayPal,Every 3 Months
1793,70,Male,Hoodie,Clothing,25,New Jersey,M,Olive,Fall,4.6,No,Standard,No,No,21,Venmo,Monthly
1794,27,Female,Coat,Outerwear,47,Michigan,S,Olive,Fall,3.5,No,Standard,No,No,21,Venmo,Every 3 Months
1795,41,Female,Jeans,Clothing,41,Texas,M,Yellow,Summer,5.0,No,Standard,Yes,Yes,37,Bank Transfer,Fortnightly
1796,43,Male,Boots,Footwear,31,Wisconsin,L,Green,Spring,4.6,No,2-Day Shipping,No,No,26,Venmo,Quarterly
1797,53,Male,Jewelry,Accessories,57,California,M,Maroon,Spring,3.2,No,2-Day Shipping,No,No,31,Credit Card,Monthly
1798,62,Male,Sneakers,Footwear,32,Indiana,S,Green,Fall,3.4,No,Free Shipping,No,No,5,Debit Card,Bi-Weekly
1799,47,Male,Jeans,Clothing,29,North Carolina,L,Brown,Winter,3.2,Yes,Free Shipping,No,No,49,Cash,Bi-Weekly
1800,58,Male,Handbag,Accessories,41,Washington,S,Orange,Summer,4.1,Yes,Standard,Yes,Yes,28,PayPal,Monthly
1801,48,Male,Shorts,Clothing,36,New Jersey,L,Red,Summer,4.1,No,2-Day Shipping,Yes,Yes,34,Venmo,Monthly
1802,41,Male,Blouse,Clothing,22,Missouri,L,Green,Fall,3.8,No,Store Pickup,Yes,Yes,25,Cash,Quarterly
1803,26,Male,Sandals,Footwear,85,Florida,M,Charcoal,Winter,4.9,Yes,Express,Yes,Yes,13,Credit Card,Annually
1804,29,Female,Skirt,Clothing,29,Tennessee,M,Purple,Fall,3.7,No,Standard,No,No,34,Debit Card,Quarterly
1805,40,Male,Blouse,Clothing,42,Colorado,S,Yellow,Fall,4.5,Yes,Next Day Air,No,No,15,Credit Card,Monthly
1806,20,Female,Jewelry,Accessories,31,Georgia,M,Charcoal,Fall,4.1,No,Express,No,No,11,Debit Card,Annually
1807,34,Male,Slippers,Footwear,65,North Carolina,L,Pink,Spring,3.8,No,Store Pickup,Yes,Yes,28,Cash,Fortnightly
1808,42,Male,Backpack,Accessories,41,New Jersey,M,Pink,Fall,2.6,No,Free Shipping,Yes,Yes,18,Cash,Fortnightly
1809,43,Male,Shoes,Footwear,42,New York,S,Green,Winter,4.1,No,Store Pickup,No,No,45,Bank Transfer,Weekly
1810,61,Male,Sandals,Footwear,50,Washington,L,Brown,Spring,4.1,No,Standard,Yes,Yes,33,PayPal,Fortnightly
1811,69,Male,Hat,Accessories,31,Virginia,L,Black,Spring,2.8,Yes,Next Day Air,Yes,Yes,19,Bank Transfer,Weekly
1812,56,Male,Jeans,Clothing,56,Washington,L,Blue,Summer,4.5,No,Free Shipping,Yes,Yes,2,Bank Transfer,Fortnightly
1813,22,Female,Hoodie,Clothing,27,North Carolina,L,Maroon,Winter,3.7,Yes,Free Shipping,Yes,Yes,18,Cash,Quarterly
1814,39,Male,Jewelry,Accessories,65,Washington,M,Blue,Spring,3.3,No,Next Day Air,Yes,Yes,6,Debit Card,Quarterly
1815,56,Female,Pants,Clothing,33,Washington,M,Olive,Fall,4.6,No,Store Pickup,Yes,Yes,11,PayPal,Quarterly
1816,49,Male,Backpack,Accessories,34,Tennessee,M,Charcoal,Spring,3.4,Yes,Next Day Air,No,No,15,Venmo,Annually
1817,42,Female,Pants,Clothing,27,Tennessee,L,Green,Spring,4.1,Yes,Express,Yes,Yes,33,Bank Transfer,Annually
1818,41,Male,Sandals,Footwear,35,Missouri,M,Charcoal,Spring,4.0,No,Express,No,No,6,Credit Card,Bi-Weekly
1819,39,Male,Backpack,Accessories,21,Texas,XL,Brown,Fall,2.6,No,Free Shipping,No,No,9,Bank Transfer,Fortnightly
1820,48,Male,Skirt,Clothing,30,Pennsylvania,L,Maroon,Fall,3.6,Yes,Standard,No,No,2,Credit Card,Bi-Weekly
1821,27,Female,Gloves,Accessories,28,Indiana,M,Purple,Summer,3.1,No,Free Shipping,No,No,46,PayPal,Annually
1822,45,Male,Sweater,Clothing,30,Massachusetts,L,White,Fall,3.0,No,2-Day Shipping,Yes,Yes,50,Venmo,Annually
1823,28,Male,Skirt,Clothing,55,Georgia,S,Pink,Winter,4.1,No,Free Shipping,Yes,Yes,15,Cash,Fortnightly
1824,54,Male,Slippers,Footwear,43,Massachusetts,XL,Maroon,Winter,2.5,No,Next Day Air,No,No,23,Bank Transfer,Fortnightly
1825,63,Female,Slippers,Footwear,41,Michigan,M,White,Fall,4.9,Yes,Next Day Air,No,No,16,PayPal,Every 3 Months
1826,44,Male,Backpack,Accessories,29,Indiana,L,Black,Fall,3.5,No,Free Shipping,Yes,Yes,27,Debit Card,Annually
1827,38,Male,Belt,Accessories,49,Arizona,L,Maroon,Spring,3.2,Yes,2-Day Shipping,No,No,28,Venmo,Annually
1828,67,Male,Jacket,Outerwear,78,North Carolina,S,Pink,Fall,4.8,No,Free Shipping,No,No,13,Cash,Annually
1829,52,Female,Jacket,Outerwear,73,Massachusetts,L,Purple,Fall,3.7,Yes,Express,No,No,33,Cash,Fortnightly
1830,40,Male,Pants,Clothing,23,Florida,M,Brown,Winter,4.0,No,Standard,No,No,1,PayPal,Every 3 Months
1831,19,Male,Scarf,Accessories,20,New Jersey,M,Brown,Fall,4.2,No,Standard,No,No,33,Bank Transfer,Quarterly
1832,18,Female,Jacket,Outerwear,55,Illinois,S,Yellow,Spring,4.7,No,Next Day Air,No,No,38,Credit Card,Bi-Weekly
1833,29,Male,Blouse,Clothing,64,California,L,Orange,Fall,2.8,Yes,Next Day Air,No,No,3,Debit Card,Weekly
1834,30,Male,Scarf,Accessories,42,Texas,L,Purple,Fall,2.7,No,2-Day Shipping,No,No,37,Credit Card,Quarterly
1835,56,Male,T-shirt,Clothing,32,Texas,S,Blue,Winter,5.0,Yes,Next Day Air,No,No,37,Debit Card,Bi-Weekly
1836,44,Male,Sneakers,Footwear,46,New York,L,Beige,Summer,2.5,No,Standard,Yes,Yes,49,PayPal,Bi-Weekly
1837,70,Male,Shoes,Footwear,42,Texas,L,Green,Winter,4.3,No,2-Day Shipping,No,No,41,Cash,Weekly
1838,46,Male,Scarf,Accessories,21,Pennsylvania,S,Charcoal,Summer,4.0,No,Next Day Air,No,No,2,Cash,Weekly
1839,65,Female,Skirt,Clothing,51,Wisconsin,XL,Green,Summer,3.9,No,Standard,No,No,5,Venmo,Fortnightly
1840,47,Female,Hoodie,Clothing,40,New York,S,Grey,Winter,4.5,No,Next Day Air,Yes,Yes,7,Debit Card,Weekly
1841,36,Male,Blouse,Clothing,76,Colorado,L,Maroon,Spring,5.0,No,Standard,No,No,30,Credit Card,Annually
1842,55,Male,T-shirt,Clothing,63,Indiana,M,Grey,Spring,2.6,No,Standard,Yes,Yes,36,Venmo,Weekly
1843,41,Male,Jeans,Clothing,64,Tennessee,XL,Olive,Winter,4.0,No,2-Day Shipping,No,No,33,Credit Card,Bi-Weekly
1844,32,Female,Slippers,Footwear,65,Georgia,M,Orange,Winter,4.3,No,Free Shipping,Yes,Yes,17,Debit Card,Annually
1845,43,Male,Backpack,Accessories,28,Texas,M,Purple,Spring,3.3,No,Express,No,No,11,Cash,Weekly
1846,53,Male,Sneakers,Footwear,63,Georgia,L,Blue,Winter,4.7,No,Next Day Air,No,No,4,Cash,Quarterly
1847,37,Male,Backpack,Accessories,29,Massachusetts,L,Blue,Fall,3.6,No,Standard,Yes,Yes,19,PayPal,Fortnightly
1848,55,Male,Gloves,Accessories,59,New Jersey,L,Grey,Winter,2.9,No,Free Shipping,No,No,16,Cash,Bi-Weekly
1849,69,Male,Sweater,Clothing,51,New York,L,Maroon,Summer,4.6,No,2-Day Shipping,No,No,16,Credit Card,Monthly
1850,39,Female,Shoes,Footwear,58,Pennsylvania,L,Blue,Fall,4.9,Yes,Standard,Yes,Yes,5,Credit Card,Quarterly
1851,33,Male,Boots,Footwear,56,Massachusetts,S,Black,Spring,2.7,Yes,Store Pickup,Yes,Yes,15,Debit Card,Every 3 Months
1852,39,Female,Hoodie,Clothing,71,Virginia,S,Grey,Fall,4.4,Yes,Standard,Yes,Yes,42,Debit Card,Quarterly
1853,62,Male,Scarf,Accessories,20,Pennsylvania,S,Orange,Summer,3.0,No,Next Day Air,No,No,13,Cash,Weekly
1854,27,Female,Hoodie,Clothing,72,Tennessee,S,Purple,Summer,2.5,No,2-Day Shipping,No,No,44,Cash,Fortnightly
1855,69,Female,Sweater,Clothing,42,Tennessee,L,Green,Summer,3.2,Yes,Express,Yes,Yes,5,Cash,Quarterly
1856,39,Female,Boots,Footwear,33,Georgia,M,Olive,Summer,4.6,No,Free Shipping,Yes,Yes,32,Venmo,Bi-Weekly
1857,62,Male,Dress,Clothing,33,Washington,M,Green,Spring,2.9,No,Store Pickup,No,No,6,Credit Card,Weekly
1858,59,Male,T-shirt,Clothing,20,Michigan,S,Maroon,Winter,2.8,No,2-Day Shipping,Yes,Yes,20,PayPal,Monthly
1859,59,Male,Shoes,Footwear,64,Colorado,L,White,Summer,4.3,Yes,Free Shipping,No,No,48,Bank Transfer,Bi-Weekly
1860,66,Male,Sunglasses,Accessories,20,Pennsylvania,S,Pink,Summer,3.5,No,Standard,Yes,Yes,39,Bank Transfer,Every 3 Months
1861,27,Male,Skirt,Clothing,47,Pennsylvania,S,White,Winter,2.9,No,Next Day Air,No,No,26,Credit Card,Annually
1862,49,Female,Hoodie,Clothing,62,North Carolina,L,White,Summer,3.1,No,Store Pickup,No,No,32,Cash,Weekly
1863,23,Female,Sweater,Clothing,34,Illinois,S,Brown,Fall,4.5,Yes,Next Day Air,No,No,34,Credit Card,Every 3 Months
1864,33,Male,Hoodie,Clothing,40,Arizona,L,Brown,Winter,4.1,Yes,Standard,Yes,Yes,40,Debit Card,Annually
1865,20,Male,Slippers,Footwear,35,Wisconsin,M,Pink,Winter,4.4,No,Store Pickup,No,No,30,Bank Transfer,Quarterly
1866,54,Female,Coat,Outerwear,69,Pennsylvania,L,Yellow,Summer,2.7,No,Store Pickup,No,No,26,Venmo,Quarterly
1867,50,Female,Pants,Clothing,83,Indiana,S,Red,Fall,3.6,Yes,Express,No,No,4,Credit Card,Monthly
1868,57,Male,Sweater,Clothing,56,Michigan,M,Beige,Winter,4.5,No,Standard,Yes,Yes,48,Cash,Monthly
1869,27,Male,Slippers,Footwear,51,Florida,M,Grey,Fall,3.2,Yes,Free Shipping,Yes,Yes,29,Cash,Weekly
1870,35,Female,Jacket,Outerwear,65,Michigan,L,Purple,Summer,2.9,No,Express,No,No,15,Debit Card,Fortnightly
1871,53,Male,Jeans,Clothing,44,Michigan,L,Olive,Fall,3.5,No,Store Pickup,No,No,7,Bank Transfer,Quarterly
1872,61,Male,Shoes,Footwear,56,California,M,Brown,Spring,3.3,Yes,Next Day Air,No,No,31,Bank Transfer,Monthly
1873,64,Female,Jeans,Clothing,38,Michigan,L,Maroon,Winter,3.0,Yes,Store Pickup,No,No,40,Cash,Fortnightly
1874,21,Female,Sneakers,Footwear,62,Florida,S,Blue,Fall,4.9,No,2-Day Shipping,No,No,41,Venmo,Bi-Weekly
1875,39,Female,Jacket,Outerwear,60,New Jersey,L,Black,Summer,3.7,No,Express,No,No,45,Debit Card,Quarterly
1876,18,Female,Handbag,Accessories,20,Washington,XL,Maroon,Summer,4.0,Yes,Next Day Air,No,No,45,PayPal,Fortnightly
1877,61,Male,Handbag,Accessories,40,Pennsylvania,S,Pink,Spring,2.8,No,Express,Yes,Yes,32,Venmo,Fortnightly
1878,24,Male,Sunglasses,Accessories,20,California,S,Beige,Winter,4.0,Yes,Store Pickup,Yes,Yes,48,Debit Card,Annually
1879,61,Male,Skirt,Clothing,55,Arizona,L,Maroon,Fall,3.9,No,2-Day Shipping,No,No,4,Debit Card,Monthly
1880,26,Male,Hat,Accessories,34,Virginia,L,Green,Spring,4.8,No,2-Day Shipping,Yes,Yes,20,Cash,Monthly
1881,18,Male,T-shirt,Clothing,20,North Carolina,L,White,Summer,3.5,No,2-Day Shipping,No,No,25,Cash,Weekly
1882,64,Male,Hoodie,Clothing,46,Missouri,M,Olive,Spring,4.5,No,Free Shipping,Yes,Yes,35,Venmo,Weekly
1883,41,Male,Jewelry,Accessories,20,Florida,L,Red,Summer,3.3,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly
1884,40,Female,T-shirt,Clothing,55,New Jersey,M,Grey,Winter,3.9,Yes,2-Day Shipping,No,No,15,Debit Card,Bi-Weekly
1885,52,Male,Sweater,Clothing,41,Michigan,XL,Pink,Fall,4.8,No,Standard,No,No,46,Credit Card,Fortnightly
1886,32,Male,Handbag,Accessories,62,Pennsylvania,L,Black,Summer,4.1,Yes,Next Day Air,No,No,33,Credit Card,Fortnightly
1887,54,Male,Jacket,Outerwear,91,Ohio,L,Black,Fall,4.3,No,Free Shipping,Yes,Yes,32,Cash,Every 3 Months
1888,40,Male,Slippers,Footwear,39,North Carolina,L,Beige,Fall,4.7,No,Express,Yes,Yes,10,PayPal,Annually
1889,32,Female,Shirt,Clothing,20,Texas,XL,White,Spring,4.8,Yes,Express,No,No,26,PayPal,Fortnightly
1890,38,Male,Coat,Outerwear,63,Colorado,S,Orange,Spring,3.0,No,Store Pickup,No,No,22,Bank Transfer,Fortnightly
1891,18,Male,Shorts,Clothing,26,North Carolina,XL,Yellow,Winter,3.0,No,Free Shipping,Yes,Yes,32,Debit Card,Every 3 Months
1892,33,Female,Boots,Footwear,82,Colorado,M,White,Winter,3.9,No,Store Pickup,No,No,47,Venmo,Monthly
1893,49,Male,Shoes,Footwear,54,Washington,M,Olive,Spring,5.0,No,2-Day Shipping,Yes,Yes,14,Bank Transfer,Every 3 Months
1894,25,Male,Jewelry,Accessories,49,Wisconsin,M,Grey,Winter,3.7,No,Next Day Air,No,No,41,Debit Card,Every 3 Months
1895,24,Male,Gloves,Accessories,30,Texas,M,Orange,Spring,3.3,Yes,Free Shipping,Yes,Yes,32,Credit Card,Every 3 Months
1896,52,Male,Shorts,Clothing,42,Michigan,M,White,Fall,3.8,No,Free Shipping,No,No,25,Cash,Fortnightly
1897,40,Male,Jeans,Clothing,44,Washington,M,Pink,Winter,2.7,No,Free Shipping,Yes,Yes,48,Venmo,Monthly
1898,25,Male,Boots,Footwear,71,Illinois,S,Grey,Spring,2.9,Yes,Standard,No,No,8,Bank Transfer,Monthly
1899,57,Male,Belt,Accessories,39,Colorado,M,Charcoal,Winter,2.9,No,Store Pickup,No,No,34,Debit Card,Annually
1900,59,Male,Shirt,Clothing,29,Georgia,M,Yellow,Winter,2.6,No,Store Pickup,Yes,Yes,20,Venmo,Quarterly
1901,19,Male,Shoes,Footwear,79,New Jersey,L,Black,Summer,4.3,No,2-Day Shipping,Yes,Yes,35,Cash,Every 3 Months
1902,28,Male,Sandals,Footwear,50,Missouri,M,Black,Winter,3.3,Yes,Standard,No,No,7,Venmo,Annually
1903,37,Female,Pants,Clothing,38,Indiana,L,Pink,Spring,2.9,No,Standard,No,No,37,PayPal,Quarterly
1904,56,Male,Jacket,Outerwear,32,Massachusetts,L,Purple,Fall,3.8,No,Next Day Air,No,No,4,PayPal,Quarterly
1905,21,Male,Pants,Clothing,54,Virginia,L,Red,Summer,3.3,Yes,Next Day Air,No,No,18,Credit Card,Monthly
1906,60,Male,Shoes,Footwear,56,Indiana,M,Orange,Fall,3.5,No,Next Day Air,Yes,Yes,46,Debit Card,Weekly
1907,34,Male,Hat,Accessories,36,Wisconsin,M,Beige,Summer,3.3,Yes,2-Day Shipping,No,No,32,Bank Transfer,Every 3 Months
1908,24,Male,Hoodie,Clothing,38,Virginia,M,Brown,Summer,2.5,No,Standard,Yes,Yes,25,Bank Transfer,Bi-Weekly
1909,63,Female,Blouse,Clothing,36,Missouri,S,Beige,Fall,4.2,No,Free Shipping,No,No,17,Venmo,Weekly
1910,22,Female,Backpack,Accessories,29,Wisconsin,L,Olive,Spring,2.8,Yes,Free Shipping,No,No,5,Cash,Bi-Weekly
1911,24,Male,Skirt,Clothing,51,Florida,S,Blue,Winter,3.0,No,Express,No,No,6,Cash,Bi-Weekly
1912,68,Male,Jewelry,Accessories,44,Washington,XL,White,Fall,3.0,No,2-Day Shipping,Yes,Yes,36,Venmo,Bi-Weekly
1913,45,Female,Jewelry,Accessories,31,Georgia,S,White,Summer,3.3,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly
1914,42,Male,Boots,Footwear,69,Missouri,L,Black,Fall,2.9,Yes,Express,No,No,4,Debit Card,Annually
1915,54,Male,Jeans,Clothing,43,Virginia,M,Red,Summer,3.4,No,Free Shipping,Yes,Yes,22,PayPal,Annually
1916,51,Male,Belt,Accessories,27,Indiana,XL,Grey,Fall,3.1,Yes,Next Day Air,No,No,20,Credit Card,Weekly
1917,50,Male,Handbag,Accessories,37,Pennsylvania,L,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,48,PayPal,Monthly
1918,19,Female,Sandals,Footwear,34,Tennessee,S,Green,Winter,4.7,No,2-Day Shipping,Yes,Yes,12,Cash,Bi-Weekly
1919,47,Male,Hat,Accessories,38,Texas,S,Blue,Summer,3.3,Yes,Free Shipping,Yes,Yes,14,Debit Card,Every 3 Months
1920,32,Female,Jewelry,Accessories,20,Missouri,L,Purple,Summer,2.7,Yes,Standard,No,No,9,Cash,Monthly
1921,60,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Summer,3.8,Yes,Store Pickup,No,No,10,Bank Transfer,Quarterly
1922,44,Male,Shorts,Clothing,20,Washington,S,Black,Winter,2.8,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
1923,24,Male,Coat,Outerwear,72,Virginia,XL,Olive,Winter,4.4,No,Next Day Air,Yes,Yes,12,PayPal,Quarterly
1924,64,Male,Pants,Clothing,69,Virginia,L,Brown,Spring,2.7,No,Free Shipping,Yes,Yes,36,Venmo,Monthly
1925,33,Male,Sweater,Clothing,43,Illinois,S,Maroon,Spring,3.7,Yes,Store Pickup,No,No,41,Cash,Annually
1926,32,Male,T-shirt,Clothing,54,Arizona,M,Olive,Winter,4.9,No,Next Day Air,No,No,25,Credit Card,Weekly
1927,67,Male,Jeans,Clothing,80,Washington,S,Charcoal,Spring,2.9,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly
1928,59,Female,Jeans,Clothing,51,New Jersey,L,Blue,Spring,3.0,Yes,Store Pickup,No,No,42,Bank Transfer,Every 3 Months
1929,63,Male,Sunglasses,Accessories,23,Pennsylvania,S,Beige,Spring,4.0,No,2-Day Shipping,No,No,49,Cash,Fortnightly
1930,53,Male,Shoes,Footwear,45,New Jersey,M,Black,Spring,4.9,Yes,2-Day Shipping,No,No,46,Venmo,Fortnightly
1931,66,Male,Hoodie,Clothing,45,Massachusetts,M,Green,Spring,3.5,No,2-Day Shipping,Yes,Yes,47,Credit Card,Bi-Weekly
1932,24,Male,Shorts,Clothing,35,New Jersey,XL,Beige,Fall,4.1,No,Standard,No,No,41,Credit Card,Monthly
1933,49,Female,Jewelry,Accessories,26,Indiana,S,Brown,Fall,2.9,No,Store Pickup,No,No,37,Bank Transfer,Weekly
1934,33,Female,Coat,Outerwear,89,North Carolina,L,Beige,Spring,4.1,No,Free Shipping,No,No,48,Cash,Quarterly
