Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Spending Segment,High Value Customer
1985,43,Male,Jeans,Clothing,68,New Jersey,S,Purple,Summer,3.4,No,Express,No,No,14,Debit Card,Monthly,36-45,High,0
1986,41,Female,Sunglasses,Accessories,28,Arizona,M,Purple,Summer,3.3,No,Store Pickup,No,No,27,Venmo,Quarterly,36-45,Low,0
1987,45,Male,Shirt,Clothing,37,North Carolina,S,White,Spring,3.4,No,Express,No,No,31,Venmo,Fortnightly,36-45,Medium,0
1988,32,Female,T-shirt,Clothing,20,Massachusetts,L,Purple,Fall,4.9,No,Express,No,No,29,Venmo,Weekly,26-35,Low,0
1989,53,Female,Skirt,Clothing,44,Texas,M,Grey,Summer,3.5,No,Store Pickup,Yes,Yes,49,Debit Card,Bi-Weekly,46-55,Medium,1
1990,54,Male,Coat,Outerwear,84,Pennsylvania,M,Beige,Spring,4.0,No,Store Pickup,No,No,38,Cash,Monthly,46-55,High,1
1991,28,Male,Jewelry,Accessories,47,Indiana,L,Brown,Fall,3.8,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,26-35,Medium,1
1992,43,Male,Sweater,Clothing,46,Georgia,M,Charcoal,Fall,4.7,No,Express,No,No,41,Credit Card,Weekly,36-45,Medium,1
1993,21,Male,Coat,Outerwear,89,Wisconsin,M,Yellow,Spring,3.4,No,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,18-25,High,1
1994,29,Male,Dress,Clothing,55,Washington,M,Maroon,Fall,3.6,No,Free Shipping,No,No,16,Venmo,Fortnightly,26-35,Medium,0
1995,70,Male,Sweater,Clothing,61,Missouri,M,Charcoal,Fall,4.6,No,2-Day Shipping,No,No,27,PayPal,Bi-Weekly,56-70,High,1
1996,44,Female,Sandals,Footwear,69,Massachusetts,XL,Purple,Summer,2.9,No,Standard,No,No,47,PayPal,Monthly,36-45,High,1
1997,51,Male,Slippers,Footwear,78,North Carolina,M,Olive,Summer,4.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Weekly,46-55,High,1
1998,65,Male,Dress,Clothing,42,Missouri,M,Beige,Fall,3.5,No,2-Day Shipping,No,No,18,Credit Card,Monthly,56-70,Medium,0
1999,55,Female,Hoodie,Clothing,25,Ohio,XL,Red,Winter,5.0,No,Standard,No,No,25,Bank Transfer,Weekly,46-55,Low,0
2000,59,Male,Belt,Accessories,44,Georgia,L,Purple,Winter,4.3,No,Express,No,No,14,Debit Card,Fortnightly,56-70,Medium,0
2001,55,Female,T-shirt,Clothing,56,Virginia,M,White,Summer,2.5,No,2-Day Shipping,No,No,1,Credit Card,Monthly,46-55,Medium,0
2002,44,Male,Gloves,Accessories,58,Indiana,M,Green,Fall,4.6,No,Next Day Air,Yes,Yes,16,Debit Card,Fortnightly,36-45,Medium,0
2003,51,Female,Scarf,Accessories,54,Florida,L,Green,Summer,4.3,No,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly,46-55,Medium,0
2004,33,Male,Hoodie,Clothing,74,Wisconsin,M,Red,Spring,3.9,Yes,Standard,No,No,18,Credit Card,Fortnightly,26-35,High,0
2005,65,Male,Slippers,Footwear,64,North Carolina,M,Green,Winter,3.1,Yes,Next Day Air,Yes,Yes,3,PayPal,Monthly,56-70,High,0
2006,27,Female,Handbag,Accessories,38,Pennsylvania,M,Black,Summer,2.9,No,Store Pickup,No,No,16,Bank Transfer,Weekly,26-35,Medium,0
2007,64,Male,Sneakers,Footwear,34,New York,S,Yellow,Summer,4.1,No,Free Shipping,No,No,36,Cash,Fortnightly,56-70,Medium,0
2008,64,Male,Sandals,Footwear,59,California,M,Blue,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,43,Venmo,Annually,56-70,Medium,1
2009,25,Male,T-shirt,Clothing,36,Arizona,XL,Blue,Fall,4.7,Yes,Express,Yes,Yes,45,Debit Card,Bi-Weekly,18-25,Medium,0
2010,55,Female,Shirt,Clothing,48,Massachusetts,XL,Brown,Summer,3.2,No,Next Day Air,Yes,Yes,29,Venmo,Quarterly,46-55,Medium,1
2011,70,Male,Blouse,Clothing,45,Texas,L,Charcoal,Spring,4.1,No,2-Day Shipping,No,No,28,Cash,Weekly,56-70,Medium,1
2012,48,Male,T-shirt,Clothing,52,Missouri,L,Grey,Fall,3.1,No,2-Day Shipping,No,No,49,Cash,Weekly,46-55,Medium,1
2013,36,Male,Jewelry,Accessories,33,Washington,L,Pink,Winter,4.1,No,Store Pickup,Yes,Yes,28,Debit Card,Every 3 Months,36-45,Medium,0
2014,64,Male,Dress,Clothing,59,Texas,XL,Charcoal,Spring,2.6,No,Standard,No,No,5,Credit Card,Bi-Weekly,56-70,Medium,0
2015,45,Male,Shorts,Clothing,20,Tennessee,L,Orange,Spring,3.5,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,36-45,Low,0
2016,24,Male,T-shirt,Clothing,47,Florida,L,White,Winter,2.9,No,Free Shipping,No,No,31,Cash,Fortnightly,18-25,Medium,1
2017,31,Male,Slippers,Footwear,73,Colorado,M,Beige,Fall,4.0,No,Free Shipping,No,No,34,Cash,Fortnightly,26-35,High,1
2018,54,Male,Dress,Clothing,73,Colorado,S,Black,Fall,3.3,No,Standard,Yes,Yes,5,PayPal,Fortnightly,46-55,High,0
2019,42,Male,Dress,Clothing,55,Tennessee,S,Orange,Summer,4.4,No,Free Shipping,Yes,Yes,24,Credit Card,Every 3 Months,36-45,Medium,0
2020,29,Male,Jeans,Clothing,70,Tennessee,L,Purple,Summer,2.8,Yes,Free Shipping,No,No,23,Bank Transfer,Annually,26-35,High,0
2021,60,Male,T-shirt,Clothing,47,Wisconsin,XL,Purple,Spring,3.9,Yes,Store Pickup,Yes,Yes,41,Credit Card,Weekly,56-70,Medium,1
2022,24,Male,Dress,Clothing,45,Texas,XL,Blue,Winter,4.0,No,Store Pickup,No,No,20,PayPal,Weekly,18-25,Medium,0
2023,29,Male,Scarf,Accessories,42,Georgia,L,Charcoal,Fall,2.6,No,Next Day Air,No,No,18,Debit Card,Quarterly,26-35,Medium,0
2024,42,Male,Backpack,Accessories,34,Georgia,L,White,Winter,2.6,No,Free Shipping,No,No,35,Credit Card,Annually,36-45,Medium,0
2025,20,Male,Hoodie,Clothing,33,Georgia,M,Olive,Winter,3.3,Yes,Free Shipping,No,No,1,Credit Card,Bi-Weekly,18-25,Medium,0
2026,38,Male,Jeans,Clothing,37,Illinois,M,Black,Spring,4.0,No,Free Shipping,No,No,38,Debit Card,Every 3 Months,36-45,Medium,0
2027,66,Female,Jeans,Clothing,28,Illinois,L,Red,Winter,4.9,No,Free Shipping,No,No,1,Cash,Weekly,56-70,Low,0
2028,67,Male,T-shirt,Clothing,52,Wisconsin,S,Purple,Summer,2.7,No,2-Day Shipping,Yes,Yes,12,Venmo,Every 3 Months,56-70,Medium,0
2029,64,Male,Sneakers,Footwear,55,Indiana,L,Purple,Summer,4.3,No,Free Shipping,Yes,Yes,25,PayPal,Annually,56-70,Medium,1
2030,35,Male,Boots,Footwear,49,Colorado,L,Blue,Summer,4.2,No,2-Day Shipping,No,No,10,Debit Card,Monthly,26-35,Medium,0
2031,21,Male,Pants,Clothing,36,Arizona,S,Red,Summer,4.2,No,Standard,Yes,Yes,2,Cash,Quarterly,18-25,Medium,0
2032,61,Male,T-shirt,Clothing,52,Michigan,L,Pink,Summer,3.8,No,Next Day Air,No,No,21,Bank Transfer,Fortnightly,56-70,Medium,0
2033,37,Male,Pants,Clothing,56,Colorado,M,Black,Fall,4.9,No,Free Shipping,Yes,Yes,36,Debit Card,Every 3 Months,36-45,Medium,1
2034,57,Male,Shoes,Footwear,38,Indiana,L,Grey,Summer,3.8,No,Store Pickup,Yes,Yes,13,PayPal,Every 3 Months,56-70,Medium,0
2035,24,Male,Handbag,Accessories,20,North Carolina,L,Green,Fall,4.6,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months,18-25,Low,0
2036,53,Female,Sweater,Clothing,59,Washington,M,Black,Summer,3.2,Yes,2-Day Shipping,No,No,34,Cash,Every 3 Months,46-55,Medium,1
2037,49,Female,Sneakers,Footwear,34,Missouri,L,White,Summer,4.5,No,Store Pickup,Yes,Yes,48,PayPal,Weekly,46-55,Medium,0
2038,66,Male,Jacket,Outerwear,83,Missouri,S,Black,Spring,5.0,No,Express,No,No,26,Cash,Monthly,56-70,High,1
2039,23,Male,Jacket,Outerwear,99,Illinois,M,Maroon,Winter,4.8,Yes,2-Day Shipping,Yes,Yes,28,Venmo,Monthly,18-25,Premium,1
2040,39,Female,Slippers,Footwear,79,Illinois,M,White,Spring,3.3,No,Standard,Yes,Yes,42,Debit Card,Weekly,36-45,High,1
2041,70,Male,Boots,Footwear,66,Illinois,L,Grey,Fall,4.6,No,Standard,No,No,4,Cash,Every 3 Months,56-70,High,0
2042,38,Female,Handbag,Accessories,45,California,XL,Beige,Summer,2.7,No,Free Shipping,No,No,50,Venmo,Fortnightly,36-45,Medium,1
2043,52,Male,Hoodie,Clothing,78,Colorado,S,Yellow,Winter,4.2,No,Standard,Yes,Yes,24,Credit Card,Bi-Weekly,46-55,High,0
2044,26,Female,Slippers,Footwear,20,North Carolina,L,Yellow,Spring,3.4,Yes,Store Pickup,Yes,Yes,19,Debit Card,Weekly,26-35,Low,0
2045,56,Female,Pants,Clothing,38,California,L,Orange,Summer,4.1,No,Standard,No,No,31,Cash,Every 3 Months,56-70,Medium,0
2046,32,Male,Sandals,Footwear,67,Illinois,XL,Orange,Fall,3.5,No,Express,No,No,46,Bank Transfer,Fortnightly,26-35,High,1
2047,48,Male,Shirt,Clothing,39,Washington,M,Yellow,Winter,2.5,No,Store Pickup,Yes,Yes,47,Debit Card,Monthly,46-55,Medium,0
2048,64,Male,T-shirt,Clothing,63,Tennessee,S,Charcoal,Spring,3.1,No,Store Pickup,Yes,Yes,39,PayPal,Monthly,56-70,High,1
2049,53,Male,Shirt,Clothing,44,Colorado,M,Blue,Winter,2.6,Yes,Store Pickup,Yes,Yes,25,Credit Card,Weekly,46-55,Medium,1
2050,43,Male,Dress,Clothing,46,Washington,XL,Blue,Spring,3.6,No,Free Shipping,No,No,8,Bank Transfer,Every 3 Months,36-45,Medium,0
2051,28,Female,Sandals,Footwear,50,Florida,M,Purple,Summer,4.6,Yes,Free Shipping,No,No,10,Cash,Weekly,26-35,Medium,0
2052,36,Male,Shoes,Footwear,47,Ohio,M,Charcoal,Winter,4.3,No,Next Day Air,Yes,Yes,42,PayPal,Quarterly,36-45,Medium,1
2053,63,Male,Belt,Accessories,26,New Jersey,XL,Charcoal,Summer,4.5,No,2-Day Shipping,Yes,Yes,7,Debit Card,Fortnightly,56-70,Low,0
2054,29,Female,Blouse,Clothing,49,New Jersey,M,Beige,Fall,4.5,Yes,Store Pickup,Yes,Yes,25,Cash,Quarterly,26-35,Medium,1
2055,52,Male,Backpack,Accessories,23,Indiana,L,Black,Summer,3.4,No,Express,No,No,21,Debit Card,Fortnightly,46-55,Low,0
2056,43,Male,T-shirt,Clothing,59,Washington,XL,Brown,Winter,3.8,No,Express,No,No,36,Debit Card,Every 3 Months,36-45,Medium,1
2057,35,Female,Sunglasses,Accessories,44,Ohio,M,Grey,Spring,3.8,No,Express,No,No,18,Cash,Monthly,26-35,Medium,0
2058,55,Male,Jacket,Outerwear,91,Washington,M,Charcoal,Winter,2.8,Yes,2-Day Shipping,No,No,36,Venmo,Quarterly,46-55,Premium,1
2059,37,Male,Gloves,Accessories,20,Indiana,M,White,Spring,4.0,No,2-Day Shipping,Yes,Yes,26,Venmo,Annually,36-45,Low,0
2060,33,Male,Jeans,Clothing,20,Florida,L,White,Fall,4.3,Yes,Free Shipping,No,No,45,Bank Transfer,Monthly,26-35,Low,0
2061,46,Female,Gloves,Accessories,34,Tennessee,S,Purple,Summer,4.0,No,2-Day Shipping,No,No,10,PayPal,Every 3 Months,46-55,Medium,0
2062,58,Male,Sweater,Clothing,88,Wisconsin,S,Pink,Winter,4.4,No,Standard,Yes,Yes,39,Venmo,Every 3 Months,56-70,High,1
2063,63,Male,Hat,Accessories,53,Tennessee,M,Green,Fall,2.8,No,Free Shipping,No,No,37,PayPal,Bi-Weekly,56-70,Medium,1
2064,51,Male,Jacket,Outerwear,66,Colorado,M,Purple,Spring,4.4,No,Store Pickup,No,No,42,Debit Card,Bi-Weekly,46-55,High,1
2065,53,Male,Shoes,Footwear,61,North Carolina,L,Brown,Spring,3.0,No,Express,Yes,Yes,25,Debit Card,Quarterly,46-55,High,1
2066,59,Female,Hoodie,Clothing,55,Indiana,M,Orange,Fall,4.7,No,Express,No,No,17,PayPal,Annually,56-70,Medium,0
2067,32,Male,Jeans,Clothing,24,Florida,L,Brown,Fall,3.1,No,Free Shipping,No,No,26,Cash,Weekly,26-35,Low,0
2068,31,Female,Scarf,Accessories,55,New Jersey,XL,Blue,Fall,3.7,No,Standard,No,No,49,PayPal,Weekly,26-35,Medium,1
2069,43,Male,Sunglasses,Accessories,32,North Carolina,L,Pink,Summer,3.7,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly,36-45,Medium,0
2070,51,Male,Belt,Accessories,33,Washington,L,White,Fall,3.2,No,Standard,Yes,Yes,34,Bank Transfer,Quarterly,46-55,Medium,0
2071,52,Female,Sunglasses,Accessories,35,Michigan,S,Blue,Winter,3.4,Yes,Next Day Air,No,No,12,Venmo,Bi-Weekly,46-55,Medium,0
2072,26,Male,Belt,Accessories,52,California,M,Olive,Spring,3.0,No,Standard,Yes,Yes,39,Bank Transfer,Monthly,26-35,Medium,1
2073,59,Male,Backpack,Accessories,23,Wisconsin,M,Black,Fall,3.9,No,Express,Yes,Yes,22,Cash,Bi-Weekly,56-70,Low,0
2074,37,Female,Sandals,Footwear,29,Colorado,M,Yellow,Winter,4.8,No,Standard,Yes,Yes,43,Credit Card,Bi-Weekly,36-45,Low,0
2075,64,Male,Handbag,Accessories,39,Massachusetts,XL,Purple,Spring,3.3,No,Store Pickup,No,No,9,Venmo,Every 3 Months,56-70,Medium,0
2076,56,Male,Skirt,Clothing,20,New York,M,Blue,Summer,3.8,Yes,Next Day Air,No,No,7,Debit Card,Monthly,56-70,Low,0
2077,70,Female,Jewelry,Accessories,30,New Jersey,S,Black,Fall,4.7,Yes,Standard,No,No,48,Credit Card,Bi-Weekly,56-70,Low,0
2078,51,Male,Coat,Outerwear,92,Wisconsin,L,White,Winter,3.8,No,Free Shipping,No,No,17,Bank Transfer,Weekly,46-55,Premium,0
2079,45,Male,Sneakers,Footwear,63,Tennessee,XL,Brown,Fall,4.6,No,2-Day Shipping,No,No,5,PayPal,Bi-Weekly,36-45,High,0
2080,27,Male,Coat,Outerwear,90,Illinois,L,Pink,Winter,3.6,No,Free Shipping,No,No,42,Cash,Every 3 Months,26-35,High,1
2081,39,Male,Skirt,Clothing,54,Florida,S,Pink,Fall,3.6,No,Express,No,No,21,Credit Card,Weekly,36-45,Medium,0
2082,63,Male,Coat,Outerwear,111,Georgia,M,Grey,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,47,Venmo,Bi-Weekly,56-70,Premium,1
2083,38,Female,Sneakers,Footwear,46,California,M,Pink,Fall,2.8,No,Standard,Yes,Yes,22,Cash,Fortnightly,36-45,Medium,0
2084,20,Male,T-shirt,Clothing,50,Arizona,L,Grey,Summer,4.0,No,Next Day Air,No,No,38,Debit Card,Monthly,18-25,Medium,1
2085,30,Male,Gloves,Accessories,28,Michigan,L,Red,Fall,4.6,No,Store Pickup,No,No,29,Debit Card,Every 3 Months,26-35,Low,0
2086,49,Male,Sweater,Clothing,59,Washington,L,Olive,Summer,2.8,No,Free Shipping,Yes,Yes,25,Bank Transfer,Every 3 Months,46-55,Medium,1
2087,51,Male,Sunglasses,Accessories,34,Wisconsin,M,Yellow,Fall,4.8,No,Free Shipping,No,No,25,Cash,Bi-Weekly,46-55,Medium,0
2088,70,Male,Dress,Clothing,70,Colorado,XL,Black,Fall,3.4,No,Express,Yes,Yes,13,Debit Card,Quarterly,56-70,High,0
2089,67,Female,Dress,Clothing,37,North Carolina,M,Pink,Spring,3.6,No,Standard,No,No,37,Debit Card,Every 3 Months,56-70,Medium,0
2090,46,Male,Shirt,Clothing,66,New Jersey,S,Grey,Fall,4.7,No,Store Pickup,Yes,Yes,27,Bank Transfer,Every 3 Months,46-55,High,1
2091,47,Male,Jeans,Clothing,53,Georgia,L,Black,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,1,Bank Transfer,Quarterly,46-55,Medium,0
2092,60,Female,Shirt,Clothing,44,New Jersey,M,Brown,Summer,3.8,No,Standard,Yes,Yes,20,Debit Card,Weekly,56-70,Medium,0
2093,20,Male,Scarf,Accessories,43,Missouri,M,Orange,Fall,3.2,Yes,Express,No,No,21,Cash,Bi-Weekly,18-25,Medium,0
2094,49,Male,Belt,Accessories,38,Missouri,M,Blue,Fall,2.9,No,Free Shipping,No,No,45,Credit Card,Fortnightly,46-55,Medium,0
2095,43,Female,Slippers,Footwear,60,Washington,S,Beige,Spring,3.2,No,Free Shipping,Yes,Yes,22,Cash,Quarterly,36-45,Medium,0
2096,59,Male,Blouse,Clothing,41,Michigan,S,Grey,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Fortnightly,56-70,Medium,0
2097,60,Male,Hat,Accessories,24,Georgia,L,Purple,Fall,3.3,No,Standard,No,No,5,PayPal,Weekly,56-70,Low,0
2098,52,Male,Coat,Outerwear,69,Washington,M,Pink,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,20,Venmo,Annually,46-55,High,0
2099,52,Male,Boots,Footwear,29,Missouri,XL,White,Summer,3.0,No,2-Day Shipping,No,No,15,Credit Card,Weekly,46-55,Low,0
2100,54,Male,Belt,Accessories,47,Indiana,L,Brown,Spring,3.7,Yes,2-Day Shipping,No,No,25,Bank Transfer,Every 3 Months,46-55,Medium,1
2101,48,Female,Sandals,Footwear,36,Massachusetts,L,Purple,Summer,3.4,No,Free Shipping,No,No,45,PayPal,Annually,46-55,Medium,0
2102,30,Male,Hoodie,Clothing,41,Ohio,L,Yellow,Fall,3.8,No,Standard,Yes,Yes,47,Credit Card,Every 3 Months,26-35,Medium,0
2103,33,Female,Jewelry,Accessories,44,Georgia,L,Beige,Winter,3.9,Yes,Express,No,No,15,PayPal,Monthly,26-35,Medium,0
2104,57,Female,Boots,Footwear,67,Illinois,M,Beige,Fall,5.0,No,Next Day Air,No,No,31,Bank Transfer,Monthly,56-70,High,1
2105,50,Male,Handbag,Accessories,20,Florida,XL,Purple,Summer,4.7,Yes,Free Shipping,No,No,48,PayPal,Every 3 Months,46-55,Low,0
2106,30,Female,Handbag,Accessories,33,California,M,Maroon,Winter,4.2,No,Express,No,No,12,Cash,Fortnightly,26-35,Medium,0
2107,64,Female,Scarf,Accessories,41,New Jersey,S,Black,Fall,2.9,Yes,Express,No,No,22,Venmo,Bi-Weekly,56-70,Medium,0
2108,69,Female,Pants,Clothing,45,Virginia,M,Orange,Fall,4.8,No,Next Day Air,Yes,Yes,26,Venmo,Bi-Weekly,56-70,Medium,1
2109,51,Male,Sweater,Clothing,65,Florida,S,Red,Fall,4.7,Yes,Express,No,No,1,Venmo,Fortnightly,46-55,High,0
2110,30,Male,Sneakers,Footwear,42,Colorado,L,Pink,Summer,4.7,No,Standard,No,No,24,Credit Card,Monthly,26-35,Medium,0
2111,67,Male,Jacket,Outerwear,44,Florida,XL,Orange,Spring,3.7,Yes,Free Shipping,No,No,7,Venmo,Bi-Weekly,56-70,Medium,0
2112,30,Male,Scarf,Accessories,47,Ohio,L,Maroon,Fall,2.9,No,Free Shipping,No,No,16,Credit Card,Weekly,26-35,Medium,0
2113,40,Male,Skirt,Clothing,36,Ohio,M,Pink,Winter,4.4,No,Express,No,No,6,Bank Transfer,Weekly,36-45,Medium,0
2114,63,Male,Sunglasses,Accessories,20,New York,S,Black,Winter,3.5,No,Next Day Air,Yes,Yes,37,Venmo,Quarterly,56-70,Low,0
2115,45,Male,Scarf,Accessories,32,Virginia,M,Olive,Winter,3.4,No,Free Shipping,Yes,Yes,42,Venmo,Monthly,36-45,Medium,0
2116,30,Female,Scarf,Accessories,53,California,S,Purple,Summer,3.5,Yes,Standard,No,No,14,Bank Transfer,Every 3 Months,26-35,Medium,0
2117,22,Male,Scarf,Accessories,20,North Carolina,M,White,Winter,3.9,No,2-Day Shipping,Yes,Yes,3,Venmo,Weekly,18-25,Low,0
2118,37,Male,Gloves,Accessories,70,Michigan,L,White,Spring,3.3,No,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,36-45,High,1
2119,53,Male,Jacket,Outerwear,62,Arizona,L,Black,Summer,4.2,No,Express,No,No,6,Cash,Bi-Weekly,46-55,High,0
2120,55,Male,Hoodie,Clothing,46,Florida,L,Blue,Fall,4.1,No,Express,No,No,23,Credit Card,Quarterly,46-55,Medium,0
2121,29,Male,Sandals,Footwear,36,Michigan,M,Red,Summer,3.8,No,2-Day Shipping,No,No,28,PayPal,Monthly,26-35,Medium,0
2122,26,Male,Sunglasses,Accessories,35,New Jersey,S,Olive,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,24,Venmo,Monthly,26-35,Medium,0
2123,55,Male,Dress,Clothing,42,Georgia,L,Maroon,Spring,4.8,No,Next Day Air,Yes,Yes,27,PayPal,Annually,46-55,Medium,0
2124,26,Male,Coat,Outerwear,52,Wisconsin,M,Black,Winter,3.5,Yes,Next Day Air,No,No,29,PayPal,Weekly,26-35,Medium,1
2125,21,Male,Slippers,Footwear,97,North Carolina,M,Green,Summer,3.6,No,Next Day Air,No,No,9,Bank Transfer,Annually,18-25,Premium,0
2126,43,Male,Jacket,Outerwear,67,New Jersey,L,Red,Spring,3.6,Yes,Standard,Yes,Yes,35,PayPal,Fortnightly,36-45,High,1
2127,48,Male,Sandals,Footwear,47,New York,M,Yellow,Fall,3.4,No,Free Shipping,No,No,34,Bank Transfer,Weekly,46-55,Medium,1
2128,30,Male,Sunglasses,Accessories,49,Indiana,S,Grey,Summer,4.2,No,2-Day Shipping,No,No,8,PayPal,Monthly,26-35,Medium,0
2129,29,Male,Sweater,Clothing,72,Michigan,M,Red,Summer,2.5,No,Next Day Air,No,No,22,Credit Card,Fortnightly,26-35,High,0
2130,30,Male,Sunglasses,Accessories,51,Wisconsin,M,Pink,Winter,4.7,No,Free Shipping,No,No,15,PayPal,Every 3 Months,26-35,Medium,0
2131,36,Male,Scarf,Accessories,20,Virginia,L,Purple,Fall,2.8,No,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,36-45,Low,0
2132,18,Female,Backpack,Accessories,38,Virginia,S,Maroon,Spring,5.0,No,2-Day Shipping,No,No,39,Debit Card,Bi-Weekly,18-25,Medium,0
2133,18,Female,Belt,Accessories,20,New York,L,Charcoal,Winter,4.1,No,Free Shipping,No,No,30,Venmo,Every 3 Months,18-25,Low,0
2134,37,Female,T-shirt,Clothing,58,Arizona,M,Green,Spring,2.7,No,Store Pickup,Yes,Yes,46,Venmo,Fortnightly,36-45,Medium,1
2135,19,Male,Sweater,Clothing,20,Virginia,S,Maroon,Fall,3.9,Yes,Store Pickup,Yes,Yes,29,Cash,Bi-Weekly,18-25,Low,0
2136,34,Male,Jacket,Outerwear,62,Tennessee,S,Maroon,Spring,3.3,No,2-Day Shipping,No,No,3,PayPal,Weekly,26-35,High,0
2137,48,Male,Jeans,Clothing,44,Georgia,XL,Green,Summer,4.9,No,Express,No,No,36,PayPal,Quarterly,46-55,Medium,1
2138,19,Female,Pants,Clothing,51,Arizona,M,Yellow,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Every 3 Months,18-25,Medium,0
2139,50,Female,Handbag,Accessories,31,Florida,L,Orange,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,46-55,Medium,0
2140,50,Female,Slippers,Footwear,77,North Carolina,L,Charcoal,Winter,3.6,No,Express,Yes,Yes,47,Credit Card,Bi-Weekly,46-55,High,1
2141,48,Female,Coat,Outerwear,85,Michigan,M,Beige,Summer,5.0,No,Express,No,No,50,Debit Card,Every 3 Months,46-55,High,1
2142,51,Male,Sunglasses,Accessories,44,California,M,Maroon,Summer,4.2,No,Express,Yes,Yes,8,Cash,Quarterly,46-55,Medium,0
2143,60,Female,Shorts,Clothing,26,Missouri,L,Beige,Winter,3.8,No,Express,Yes,Yes,50,Venmo,Quarterly,56-70,Low,0
2144,21,Female,Jewelry,Accessories,60,Massachusetts,L,Grey,Fall,3.5,Yes,Store Pickup,No,No,49,PayPal,Fortnightly,18-25,Medium,1
2145,26,Male,Slippers,Footwear,42,Florida,M,Blue,Summer,3.3,No,Next Day Air,No,No,44,Cash,Every 3 Months,26-35,Medium,0
2146,34,Female,Sandals,Footwear,81,Indiana,XL,Charcoal,Fall,4.3,No,Express,No,No,42,Bank Transfer,Every 3 Months,26-35,High,1
2147,54,Male,Sneakers,Footwear,85,Colorado,L,Yellow,Summer,4.0,No,Store Pickup,Yes,Yes,4,Venmo,Annually,46-55,High,0
2148,64,Female,Shoes,Footwear,62,Colorado,L,Grey,Spring,4.6,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,56-70,High,0
2149,66,Female,Boots,Footwear,70,Missouri,S,Red,Summer,3.9,Yes,Express,No,No,31,Credit Card,Monthly,56-70,High,1
2150,48,Male,T-shirt,Clothing,20,North Carolina,M,Purple,Spring,4.0,No,2-Day Shipping,No,No,6,Credit Card,Weekly,46-55,Low,0
2151,39,Male,Dress,Clothing,42,Georgia,S,Pink,Summer,3.7,Yes,Standard,Yes,Yes,13,PayPal,Quarterly,36-45,Medium,0
2152,39,Male,Shorts,Clothing,61,Massachusetts,XL,Grey,Winter,4.4,No,Next Day Air,No,No,49,Bank Transfer,Monthly,36-45,High,1
2153,21,Female,T-shirt,Clothing,58,Indiana,M,Blue,Fall,3.5,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months,18-25,Medium,1
2154,42,Female,Skirt,Clothing,26,Tennessee,L,Green,Spring,4.6,Yes,Free Shipping,Yes,Yes,13,Debit Card,Every 3 Months,36-45,Low,0
2155,45,Male,Shoes,Footwear,50,New Jersey,S,Blue,Fall,3.3,No,Standard,Yes,Yes,27,Bank Transfer,Annually,36-45,Medium,1
2156,29,Female,Backpack,Accessories,20,New Jersey,M,Olive,Fall,4.2,No,Store Pickup,Yes,Yes,27,Credit Card,Annually,26-35,Low,0
2157,58,Male,Jeans,Clothing,51,California,M,Black,Summer,3.8,No,Express,No,No,14,Cash,Fortnightly,56-70,Medium,0
2158,61,Male,Pants,Clothing,20,Michigan,L,Beige,Spring,4.4,Yes,Free Shipping,Yes,Yes,12,PayPal,Annually,56-70,Low,0
2159,34,Male,Sweater,Clothing,61,Georgia,M,Red,Fall,3.4,No,Express,No,No,22,Debit Card,Weekly,26-35,High,0
2160,66,Male,Gloves,Accessories,52,Georgia,L,Pink,Fall,4.3,No,Standard,Yes,Yes,31,Credit Card,Monthly,56-70,Medium,1
2161,23,Male,Handbag,Accessories,27,Indiana,L,Red,Summer,3.0,No,Store Pickup,No,No,41,Venmo,Annually,18-25,Low,0
2162,66,Male,Skirt,Clothing,52,Georgia,XL,Olive,Spring,2.6,No,Express,No,No,43,PayPal,Quarterly,56-70,Medium,1
2163,58,Male,Sandals,Footwear,51,Tennessee,L,Olive,Spring,4.5,No,Express,No,No,2,Cash,Annually,56-70,Medium,0
2164,29,Male,Sunglasses,Accessories,38,Missouri,L,Green,Spring,4.5,No,Next Day Air,No,No,33,Bank Transfer,Monthly,26-35,Medium,0
